cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,codpost,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,wkt,Nivel
200873,20069800,200698,0,1,Mariano Acosta 2936,Mariano Acosta 2936,"Esc. para Niños, Niñas y Jóvenes con Discapacidad Mental y de Formación Integral N° 07 Juan XXIII",EEE 07,C1437,PriEsp,Nivel Primario Especial,EEE,Escuela de Educación Especial,Dirección de Educación Especial,1,19,8,VILLA SOLDATI,06 - HOSP PIÑERO,1,101282.0216,96616.29665,#N/A,Primario Especial
200088,20302708,203027,8,1,Avda. Angel Gallardo 250,Avda. Angel Gallardo 246,ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Infantil N° 02,CV Dan Inf 02,C1215,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,1,2,6,CABALLITO,03 - HOSP DURAND,1,102477.3065,102849.2472,#N/A,Otros Servicios Educativos de la modalidad Común
200288,20184547,201845,47,1,Luna 1913,Luna 1913,"Centro de Alfabetización, Educación Básica y Trabajo N° 22",CAEByT 22,C1437,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,5,4,BARRACAS,05 - HOSP PENNA,1,106198.1882,96724.5322,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200918,20025900,200259,0,1,Goleta Santa Cruz 6999,Goleta Santa Cruz 6999 (alt. Gral. Paz 14700),Esc. Primaria p/Adultos N° 21 Soldado de Malvinas,EPA 21,C1439,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,20,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,97153.84999,94444.46971,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200955,20114300,201143,0,1,Avda. Piedra Buena 4863,Avda. Piedra Buena 4863,Esc. Primaria p/Adultos N° 13 Dr. Alfredo Lanari,EPA 13,C1439,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,21,8,VILLA RIACHUELO,09 - HOSP SANTOJANNI,1,98782.23226,93613.62402,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
202283,20201014,202010,14,1,Avda. Pavón 4175,Avda. Pavón 4175,Centro Educativo Cursos Especiales - UOEP,CECE UOEP,C1253,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CECE,Cursos Especiales en Centros Educativos,Dirección de Educación del Adulto y del Adolescente,1,6,5,BOEDO,03 - HOSP DURAND,1,103661.3127,99865.44683,#N/A,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200957,20112600,201126,0,1,Cafayate 5388,Cafayate 5388,Jardín de Infantes Integral N° 01/21°,JII 01/21,C1439,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,1,21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,99914.86332,93483.35354,#N/A,Inicial Común
201263,20077000,200770,0,2,Avda. Manuel Montes de Oca 140,Avda. Manuel Montes de Oca 110,Inst. Vitra,I Vitra,C1270,IniEsp - PriEsp,Nivel Inicial y Primario Especial,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,5,4,BARRACAS,02 - HOSP ARGERICH,1,107867.173,99991.04578,#N/A,Inicial Especial - Primario Especial
201177,20221600,202216,0,2,Sarmiento 3711,Sarmiento 3711,Inst. Dulce de Leche,I Dulce de Leche,C1197,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,2,5,ALMAGRO,08 - HOSP RAMOS MEJIA,1,104169.1626,102703.9752,#N/A,Inicial Común
200356,20111800,201118,0,1,Avda. Rivadavia 6065,Avda. Rivadavia 6065,Esc. Primaria p/Adultos N° 04 Presidente Dr. Arturo Umberto Illia,EPA 04,C1406,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,7,6,CABALLITO,06 - HOSP PIÑERO,1,101046.1842,100600.3071,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200366,20027200,200272,0,1,Cnel. Apolinario Figueroa 651,Cnel. Apolinario Figueroa 661,Esc. Primaria p/Adultos N° 16 Andrés Ferreyra,EPA 16,C1416,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,7,15,VILLA CRESPO,03 - HOSP DURAND,1,101267.2718,102582.298,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200374,20111900,201119,0,1,José Juan Biedma 459,José Juan Biedma 459,Centro Educativo de Nivel Secundario N° 19,CENS 19,C1405,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,7,6,CABALLITO,01 - HOSP ALVAREZ,1,100900.205,101160.3133,#N/A,Secundario de Jóvenes y Adultos
200376,20036400,200364,0,1,Julián Alvarez 123,Julián Alvarez 123,Esc. de Comercio N° 16 Gabriela Mistral,EC 16,C1414,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,1,7,15,VILLA CRESPO,03 - HOSP DURAND,1,102145.3054,102975.2612,#N/A,Secundario Común
200380,20111700,201117,0,1,Avda. Rivadavia 5161,Avda. Rivadavia 5161,Esc. de Comercio N° 29 Marina Mercante Argentina,EC 29,C1424,SecAdu,Nivel Secundario de Jóvenes y Adultos,EC,Escuela de Comercio,Dirección de Educación Media,1,7,6,CABALLITO,03 - HOSP DURAND,1,102214.2316,101187.2581,#N/A,Secundario de Jóvenes y Adultos
200700,20184537,201845,37,1,Avda. Federico Lacroze 4181,Avda. Federico Lacroze 4181,"Centro de Alfabetización, Educación Básica y Trabajo N° 24",CAEByT 24,C1427,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,14,15,CHACARITA,10 - HOSP TORNU,1,100687.3537,104801.3226,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200976,20184570,201845,70,1,Miralla y Barros Pazos Mza. 26 Casa 14,Miralla y Barros Pazos Mza. 26 Casa 14,"Centro de Alfabetización, Educación Básica y Trabajo N° 25 Los Patitos",CAEByT 25,C1406,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,99679.12338,94881.3919,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200383,20036500,200365,0,1,Juan B. Ambrosetti 601,Avda. Díaz Vélez 5044 2° piso,Centro Educativo de Nivel Secundario N° 57,CENS 57 H Durand,C1405,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,7,6,CABALLITO,03 - HOSP DURAND,1,102266.2696,102068.256,#N/A,Secundario de Jóvenes y Adultos
200400,20106100,201061,0,1,Avda. Eva Perón 1502,Avda. Eva Perón 1502,Centro Educativo de Nivel Secundario N° 30,CENS 30,C1406,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,8,7,PARQUE CHACABUCO,06 - HOSP PIÑERO,1,101575.1507,99555.28476,#N/A,Secundario de Jóvenes y Adultos
200715,20034800,200348,0,1,Avda. Triunvirato 4247,Avda. Triunvirato 4247,Esc. Primaria p/Adultos N° 16 Ejército de Los Andes,EPA 16,C1431,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,15,12,VILLA URQUIZA,10 - HOSP TORNU,1,98357.3485,105754.4205,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200948,20063800,200638,0,1,Avda. Larrazábal 4051,Avda. Larrazábal 4051,Esc. Primaria Común N° 03 Cristóbal Colón,EPjs 03,C1439,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,99126.9037,94809.38686,#N/A,Primario Común
200718,20098700,200987,0,1,Rogelio Yrurtia 5806,Rogelio Yrurtia 5806,Esc. Primaria Común N° 19 Naciones Unidas,EPjs 19,C1431,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,15,12,SAAVEDRA,07 - HOSP PIROVANO,1,96371.89497,107362.9966,#N/A,Primario Común
202595,20075700,200757,0,1,Holmberg 2754,Dr. Pedro Ignacio Rivera 4221 1° Piso,Escuela Infantil N° 08/15° (s),EI 08/15 (s),C1430,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,1,15,12,VILLA URQUIZA,07 - HOSP PIROVANO,1,98481.19323,106961.3392,#N/A,Inicial Común
202285,20286600,202866,0,2,Villa 1-11-14 Manzana 10 Casa 33,Villa 1-11-14 Mza. 10 Casa 33,Bachillerato Popular de Jóvenes y Adultos Bajo Flores,B.Pop Bajo Flores,C1111,SecAdu,Nivel Secundario de Jóvenes y Adultos,BP,Bachillerato Popular de Jóvenes y Adultos,Dirección de Educación del Adulto y del Adolescente,1,19,7,FLORES,06 - HOSP PIÑERO,1,101852.9444,97702.07505,#N/A,Secundario de Jóvenes y Adultos
200787,20136600,201366,0,1,Tinogasta 5046,Tinogasta 5046,Esc. Primaria Común N° 22 Prof. Pedro Luis Comi,EPjs 22,C1417,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,17,11,VILLA DEVOTO,11 - HOSP VELEZ SARSFIELD,1,94960.1134,101731.5628,#N/A,Primario Común
200779,20107600,201076,0,1,Tinogasta 5768,Tinogasta 5768,Centro Educativo de Nivel Secundario N° 07,CENS 07,C1408,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,17,10,VILLA REAL,11 - HOSP VELEZ SARSFIELD,1,94259.06743,100961.5921,#N/A,Secundario de Jóvenes y Adultos
200797,20090500,200905,0,1,Pedro Lozano 3056,Pedro Lozano 3056,"Esc. para Niños, Niñas, Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 02 Domingo F Sarmiento",EEEyFL 02,C1417,PriEsp - OSEEsp,Nivel Primario Especial y Otros Servicios Educativos de la modalidad Especial,EEE,Escuela de Educación Especial,Dirección de Educación Especial,1,17,11,VILLA DEL PARQUE,12 - HOSP ZUBIZARRETA,1,97197.221,103256.469,#N/A,Primario Especial - Otros Servicios Educativos de la modalidad Especial
200798,20085800,200858,0,1,Avda. Francisco Beiró 4418,Avda. Francisco Beiró 4418,"Esc. para Niños, Niñas, Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 03 N Mir de Tobar García",EEEyFL 03,C1419,IniEsp - PriEsp - OSEEsp,Nivel Inicial y Primario Especial - Otros Servicios Educativos de la modalidad Especial,EEE,Escuela de Educación Especial,Dirección de Educación Especial,1,17,11,VILLA DEVOTO,12 - HOSP ZUBIZARRETA,1,95373.15512,102533.5455,#N/A,Inicial Especial - Primario Especial - Otros Servicios Educativos de la modalidad Especial
200015,20039100,200391,0,1,Avda. Gral. Las Heras 3086,Avda. Gral. Las Heras 3086,Esc. Primaria p/Adultos N° 18 Dr. Rafael Herrera Vegas,EPA 18,C1425,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,1,2,RECOLETA,04 - HOSP FERNANDEZ,1,105265.4553,105101.1303,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200168,20123700,201237,0,1,Avda. Independencia 758,Avda. Independencia 758,Esc. Primaria Común N° 01 Valentín Gómez,EPjc 01,C1099,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,3,1,SAN TELMO,02 - HOSP ARGERICH,1,107878.0448,101342.6474,#N/A,Primario Común
200312,20038900,200389,0,1,Rondeau 2751,Cátulo Castillo 2750,Esc. Primaria p/Adultos N° 02,EPA 02,C1261,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,6,4,PARQUE PATRICIOS,05 - HOSP PENNA,1,105550.2291,99580.11781,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200312,20230400,202304,0,1,Rondeau 2751,Cátulo Castillo 2750,Centro Educativo de Nivel Secundario N° 72,CENS 72,C1261,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,6,4,PARQUE PATRICIOS,05 - HOSP PENNA,1,105550.2291,99580.11781,#N/A,Secundario de Jóvenes y Adultos
200367,20111500,201115,0,1,Julián Alvarez 240,Julián Alvarez 240 1° piso,Centro Educativo de Nivel Secundario N° 33 Leopoldo Marechal,CENS 33,C1414,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,7,15,VILLA CRESPO,03 - HOSP DURAND,1,102250.8059,103097.7664,#N/A,Secundario de Jóvenes y Adultos
200109,20123500,201235,0,1,Avda. Pueyrredón 860,Avda. Pueyrredón 860  2° piso,Centro Educativo de Nivel Secundario N° 48,CENS 48 SMATA,C1032,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,2,3,BALVANERA,08 - HOSP RAMOS MEJIA,1,105339.6372,103265.1269,#N/A,Secundario de Jóvenes y Adultos
200726,20038300,200383,0,1,Avda. Triunvirato 4992,Avda. Triunvirato 4992,Colegio N° 16 Guillermo Rawson,Col 16,C1431,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,COL,Colegio,Dirección de Educación Media,1,15,12,VILLA URQUIZA,07 - HOSP PIROVANO,1,97594.35816,106337.4526,#N/A,Secundario Común - Secundario de Jóvenes y Adultos
200145,20172200,201722,0,1,Chile 1371,Chile 1371,Centro Educativo de Nivel Secundario N° 42,CENS 42,C1098,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,3,1,MONTSERRAT,08 - HOSP RAMOS MEJIA,1,107080.6278,101456.5379,#N/A,Secundario de Jóvenes y Adultos
200764,20007000,200070,0,1,Avda. Lincoln 4325,José Cubas 4182,Centro Educativo de Nivel Secundario N° 66 Veteranos de Guerra de Malvinas,CENS 66 Vet Malvinas,C1419,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,16,11,VILLA DEVOTO,12 - HOSP ZUBIZARRETA,1,95146.18797,103421.5551,#N/A,Secundario de Jóvenes y Adultos
200178,20128900,201289,0,1,Avda. Don Pedro de Mendoza 1835,Avda. Don Pedro de Mendoza 1835,Centro Educativo de Nivel Secundario N° 32,CENS 32,C1169,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,4,4,BOCA,02 - HOSP ARGERICH,1,109323.2767,98964.95915,#N/A,Secundario de Jóvenes y Adultos
200178,20226600,202266,0,1,Avda. Don Pedro de Mendoza 1835,Avda. Don Pedro de Mendoza 1835,CENOF Centro Museo Quinquela Martín,CENOF Quinquela,C1169,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,1,4,4,BOCA,02 - HOSP ARGERICH,2,109323.2767,98964.95915,#N/A,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200308,20002000,200020,0,1,Avda. Belgrano 3767,Avda. Belgrano 3767,Centro Educativo de Nivel Secundario N° 15,CENS 15,C1210,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,6,5,ALMAGRO,03 - HOSP DURAND,1,103961.7592,101556.5761,#N/A,Secundario de Jóvenes y Adultos
200309,20145000,201450,0,1,Avda. Boedo 657,Avda. Boedo 657,Esc. Primaria p/Adultos N° 22 Martina Silva de Gurruchaga,EPA 22,C1218,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,6,5,ALMAGRO,03 - HOSP DURAND,1,104213.2639,101030.1741,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200311,20038800,200388,0,1,Avda. Juan de Garay 3972,Avda. Juan de Garay 3972,Esc. Primaria p/Adultos N° 26 República de Colombia,EPA 26,C1256,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,6,5,BOEDO,05 - HOSP PENNA,1,103902.2037,99741.18699,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200373,20028400,200284,0,1,Pringles 263,Pringles 263,Esc. Primaria p/Adultos N° 23 Gral. Belgrano,EPA 23,C1183,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,7,5,ALMAGRO,03 - HOSP DURAND,1,103231.2962,102252.2155,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200281,20184545,201845,45,1,Rio Cuarto y Montesquieu,Rio Cuarto y Montesquieu - Avda. Gral. Iriarte alt. 3501,"Centro de Alfabetización, Educación Básica y Trabajo N° 14",CAEByT 14,C1437,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,5,4,BARRACAS,05 - HOSP PENNA,1,106018.5219,97466.80116,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200338,20145500,201455,0,1,Gral. Urquiza 609,Gral. Urquiza 609,Centro Educativo de Nivel Secundario N° 55,CENS 55,C1221,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,6,3,BALVANERA,08 - HOSP RAMOS MEJIA,1,104877.2897,101336.1462,#N/A,Secundario de Jóvenes y Adultos
200612,20159822,201598,22,1,San Nicolás 588,San Nicolás 588,Centro Educativo de Nivel Primario N° 28,CENP 28,C1407,PriAdu,Nivel Primario de Jóvenes y Adultos,CENP,Centro Educativo de Nivel Primario,Dirección de Educación del Adulto y del Adolescente,1,12,10,FLORESTA,01 - HOSP ALVAREZ,1,98328.12084,100350.4212,#N/A,Primario de Jóvenes y Adultos
200342,20010700,200107,0,1,Saavedra 15,Saavedra 15 2° piso,Centro Educativo de Nivel Secundario N° 06,CENS 06 CONICET,C1083,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,6,3,BALVANERA,08 - HOSP RAMOS MEJIA,1,105435.7316,102163.9346,#N/A,Secundario de Jóvenes y Adultos
200342,20162000,201620,0,1,Saavedra 15,Saavedra 15 2° Piso,Centro Educativo de Nivel Secundario N° 31,CENS 31 CONICET,C1096,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,6,3,BALVANERA,08 - HOSP RAMOS MEJIA,1,105435.7316,102163.9346,#N/A,Secundario de Jóvenes y Adultos
200353,20111400,201114,0,1,Avda. Corrientes 5332,Avda. Corrientes 5332,Esc. Primaria p/Adultos N° 01 Tomasa de la Quintana de Escalada,EPA 01,C1414,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,7,15,VILLA CRESPO,03 - HOSP DURAND,1,102062.3227,103427.2647,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200972,20184531,201845,31,1,"Avda. Gral. Paz 15500, Mza. 3",Avda. Gral. Paz 15500 Los Robles s/n Mza. 3 Casa 40,"Centro de Alfabetización, Educación Básica y Trabajo N° 80",CAEByT 80,C1439,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,97664.57082,94024.63411,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200975,20239600,202396,0,1,Corvalán 3565,Corvalán 3565,CENOF Centro Cáritas Lugano,CENOF Cáritas Lugano,C1439,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,1,21,8,VILLA LUGANO,06 - HOSP PIÑERO,2,99409.73372,95465.93516,#N/A,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200051,20184506,201845,6,1,"Villa 31 Calle 12 s/n, Manzana 27, Bo. YPF",Villa 31 Calle 12 s/n Mza. 2 B° YPF,"Centro de Alfabetización, Educación Básica y Trabajo N° 51 Comedor Arca de Noé",CAEByT 51,C1104,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,1,1,RETIRO,04 - HOSP FERNANDEZ,1,107140.2639,105655.0818,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
202577,20201003,202010,3,1,José León Suárez 3755 / 3787,José León Suárez 3787,Centro Educativo Cursos Especiales - Torito Pulenta,CECE Torito Pulenta,C1439,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CECE,Cursos Especiales en Centros Educativos,Dirección de Educación del Adulto y del Adolescente,1,20,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,97016.5977,94797.59028,#N/A,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200936,20184556,201845,56,1,Dr. José I. De La Rosa 6300,Dr. José I. De La Rosa 6300,"Centro de Alfabetización, Educación Básica y Trabajo N° 03",CAEByT 03,C1439,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,20,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,97421.40908,95878.35848,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200585,20103100,201031,0,1,Caracas 10,Caracas 10,Esc. Primaria p/Adultos N° 02 Florencio Varela,EPA 02,C1406,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,1,12,7,FLORES,06 - HOSP PIÑERO,1,100115.817,100156.3459,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
202574,20184581,201845,81,1,"Ana María Janer 3800 (Bº Piletones, Capilla San José Obrero)","Ana María Janer 3800 (B° Piletones, Capilla San José Obrero)","Centro de Alfabetización, Educación Básica y Trabajo N° 74",CAEByT 74,C1437,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,21,8,VILLA SOLDATI,06 - HOSP PIÑERO,1,100817.4385,96364.7396,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200031,20123600,201236,0,1,Avda. Córdoba 2016,Avda. Córdoba 2008 2° piso,Centro Educativo de Nivel Secundario N° 13,CENS 13,C1120,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,1,1,3,BALVANERA,08 - HOSP RAMOS MEJIA,1,106115.3965,103308.0944,#N/A,Secundario de Jóvenes y Adultos
200949,20243800,202438,0,1,Avda. Riestra 5030,Avda. Riestra 5030,Jardín de Infantes Nucleado A (EPCjs 04/21°) (Sede),JIN A-00 (04),C1439,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,21,8,VILLA LUGANO,06 - HOSP PIÑERO,1,99395.93024,95316.37564,#N/A,Inicial Común
200033,20009600,200096,0,1,Ayacucho 953,Ayacucho 953,Esc. Integral Interdisciplinaria N¬ 01,EII 01 (ER 01),C1111,PriEsp - OSEEsp,Nivel Primario Especial y Otros Servicios Educativos de la modalidad Especial,EII,Escuela de Integración Interdisciplinaria,Dirección de Educación Especial,1,1,2,RECOLETA,04 - HOSP FERNANDEZ,1,106133.4057,103517.0937,#N/A,Primario Especial - Otros Servicios Educativos de la modalidad Especial
